TP28 mid
1.00000000 0.00004000
0.99597000 0.00026000
0.98907000 0.00066000
0.98109000 0.00118000
0.96469000 0.00228000
0.95644000 0.00282000
0.94798000 0.00337000
0.93963000 0.00393000
0.93136000 0.00447000
0.92307000 0.00502000
0.91470000 0.00557000
0.90625000 0.00612000
0.89772000 0.00667000
0.88921000 0.00722000
0.88070000 0.00778000
0.87219000 0.00832000
0.86365000 0.00888000
0.85513000 0.00945000
0.84662000 0.01001000
0.83812000 0.01061000
0.82962000 0.01119000
0.82111000 0.01179000
0.81260000 0.01240000
0.80408000 0.01300000
0.79555000 0.01360000
0.78702000 0.01421000
0.77849000 0.01482000
0.76996000 0.01545000
0.76143000 0.01607000
0.75290000 0.01670000
0.74437000 0.01733000
0.73584000 0.01797000
0.72731000 0.01861000
0.71878000 0.01926000
0.71025000 0.01992000
0.70172000 0.02057000
0.69318000 0.02123000
0.68464000 0.02190000
0.67611000 0.02256000
0.66757000 0.02322000
0.65904000 0.02388000
0.65050000 0.02455000
0.64197000 0.02520000
0.63344000 0.02587000
0.62492000 0.02652000
0.61639000 0.02719000
0.60787000 0.02785000
0.59935000 0.02852000
0.59083000 0.02919000
0.58232000 0.02985000
0.57380000 0.03051000
0.56528000 0.03117000
0.55676000 0.03181000
0.54824000 0.03244000
0.53972000 0.03307000
0.53121000 0.03370000
0.52270000 0.03431000
0.51418000 0.03493000
0.50567000 0.03554000
0.49716000 0.03613000
0.48864000 0.03672000
0.48012000 0.03729000
0.47160000 0.03784000
0.46308000 0.03840000
0.45456000 0.03893000
0.44604000 0.03947000
0.43752000 0.03997000
0.42900000 0.04047000
0.42048000 0.04095000
0.41197000 0.04140000
0.40346000 0.04186000
0.39495000 0.04230000
0.38644000 0.04271000
0.37793000 0.04313000
0.36942000 0.04352000
0.36091000 0.04390000
0.35241000 0.04424000
0.34391000 0.04455000
0.33541000 0.04483000
0.32691000 0.04506000
0.31842000 0.04527000
0.30992000 0.04546000
0.30143000 0.04562000
0.29293000 0.04575000
0.28444000 0.04585000
0.27594000 0.04592000
0.26745000 0.04595000
0.25897000 0.04595000
0.25049000 0.04591000
0.24202000 0.04582000
0.23357000 0.04571000
0.22512000 0.04556000
0.21669000 0.04538000
0.20825000 0.04515000
0.19981000 0.04489000
0.19136000 0.04457000
0.18292000 0.04420000
0.17448000 0.04377000
0.16604000 0.04328000
0.15763000 0.04271000
0.14924000 0.04208000
0.14089000 0.04140000
0.13258000 0.04067000
0.12430000 0.03985000
0.11604000 0.03894000
0.10781000 0.03794000
0.09961000 0.03683000
0.09144000 0.03564000
0.08333000 0.03432000
0.07531000 0.03288000
0.06740000 0.03134000
0.05962000 0.02964000
0.05197000 0.02775000
0.04447000 0.02573000
0.03723000 0.02353000
0.03042000 0.02121000
0.02422000 0.01881000
0.01872000 0.01624000
0.01411000 0.01388000
0.01053000 0.01179000
0.00778000 0.00991000
0.00563000 0.00818000
0.00398000 0.00661000
0.00272000 0.00515000
0.00188000 0.00391000
0.00109000 0.00247000
0.00059000 0.00140000
0.00024000 0.00059000
0.00000000 0.00000000
0.00000000 0.00000000
0.00024000 -0.00059000
0.00059000 -0.00140000
0.00109000 -0.00247000
0.00188000 -0.00391000
0.00272000 -0.00515000
0.00398000 -0.00661000
0.00563000 -0.00818000
0.00778000 -0.00991000
0.01053000 -0.01179000
0.01411000 -0.01388000
0.01872000 -0.01624000
0.02422000 -0.01881000
0.03042000 -0.02121000
0.03722000 -0.02353000
0.04447000 -0.02573000
0.05197000 -0.02775000
0.05962000 -0.02964000
0.06740000 -0.03134000
0.07531000 -0.03288000
0.08333000 -0.03432000
0.09144000 -0.03564000
0.09961000 -0.03683000
0.10781000 -0.03794000
0.11604000 -0.03894000
0.12430000 -0.03985000
0.13258000 -0.04067000
0.14089000 -0.04140000
0.14924000 -0.04208000
0.15762000 -0.04271000
0.16604000 -0.04328000
0.17447000 -0.04376000
0.18292000 -0.04420000
0.19136000 -0.04457000
0.19981000 -0.04489000
0.20825000 -0.04515000
0.21669000 -0.04538000
0.22512000 -0.04556000
0.23357000 -0.04571000
0.24202000 -0.04582000
0.25049000 -0.04591000
0.25897000 -0.04595000
0.26745000 -0.04595000
0.27594000 -0.04592000
0.28444000 -0.04585000
0.29293000 -0.04575000
0.30143000 -0.04562000
0.30992000 -0.04546000
0.31842000 -0.04527000
0.32691000 -0.04506000
0.33541000 -0.04483000
0.34391000 -0.04455000
